icao_code;iata_code;gps_code;Lat;Long
EDDG;FMO;EDDG;52,134602;7,68483
EDDH;HAM;EDDH;53,630402;9,98823
EDDK;CGN;EDDK;50,865898;7,14274
EDDL;DUS;EDDL;51,289501;6,76678
EDDM;MUC;EDDM;48,353802;11,7861
EDDN;NUE;EDDN;49,498699;11,078056
EDDP;LEJ;EDDP;51,420657;12,232705
EDDR;SCN;EDDR;49,21459961;7,109509945
EDDS;STR;EDDS;48,689899;9,22196
EDDV;HAJ;EDDV;52,461102;9,68508
EDDW;BRE;EDDW;53,046786;8,78932
EDFH;HHN;EDFH;49,9487;7,26389
EDFM;MHG;EDFM;49,473057;8,514167
EDGE;EIB;EDGE;50,991604;10,47973
EDGS;SGE;EDGS;50,707699;8,08297
;IZE;EDHF;53,992009;9,576409
EDHI;XFW;EDHI;53,53527832;9,83555603
EDHK;KEL;EDHK;54,37957;10,145266
EDHL;LBC;EDHL;53,805401;10,7192
EDHN;EUM;EDHN;54,079445;9,941389
EDJA;FMM;EDJA;47,98880005;10,23950005
EDKA;AAH;EDKA;50,823055;6,186389
EDLE;ESS;EDLE;51,402302;6,93733
EDLI;BFE;EDLI;51,964722;8,544444
EDLN;MGL;EDLN;51,230278;6,504444
EDLP;PAD;EDLP;51,614101;8,61632
EDLV;NRN;EDLV;51,60240173;6,142169952
EDLW;DTM;EDLW;51,518299;7,61224
EDMA;AGB;EDMA;48,425278;10,931667
EDMO;OBF;EDMO;48,081402;11,2831
EDMS;RBM;EDMS;48,900833;12,516667
EDNY;FDH;EDNY;47,671299;9,51149
EDQD;BYU;EDQD;49,985001;11,64
EDQE;URD;EDQE;49,794167;11,133611
EDQG;GHF;EDQG;49,64805603;9,966388702
EDQM;HOQ;EDQM;50,288544;11,852876
EDRB;BBJ;EDRB;49,945278;6,565
EDRZ;ZQW;EDRZ;49,2094;7,40056
EDSB;FKB;EDSB;48,7794;8,0805
EDTL;LHA;EDTL;48,369301;7,82772
EDVE;BWE;EDVE;52,319199;10,5561
EDVK;KSF;EDVK;51,420699;9,392152
EDWE;EME;EDWE;53,391109;7,2275
EDWG;AGE;EDWG;53,782544;7,919584
EDWI;WVN;EDWI;53,50222;8,052222
EDWJ;JUI;EDWJ;53,681421;7,056398
EDWL;LGO;EDWL;53,742379;7,496345
EDWR;BMK;EDWR;53,59639;6,709167
EDWS;NOD;EDWS;53,633057;7,190278
EDWU;VAC;EDWU;52,908333;8,040556
EDWY;NRD;EDWY;53,706944;7,23
EDWZ;BMR;EDWZ;53,72485;7,373257
EDXB;HEI;EDXB;54,153332;8,901667
EDXF;FLF;EDXF;54,773335;9,378889
EDXH;HGL;EDXH;54,18527985;7,915832996
EDXJ;QHU;EDXJ;54,50999832;9,138333321
EDXO;PSH;EDXO;54,308887;8,686944
EDXW;GWT;EDXW;54,9132;8,34047
EDXY;OHR;EDXY;54,684444;8,528333
EEKA;KDL;EEKA;58,99079895;22,83069992
EEKE;URE;EEKE;58,22990036;22,5095005
EEPU;EPU;EEPU;58,41899872;24,4727993
EETN;TLL;EETN;59,413246;24,83264
EETU;TAY;EETU;58,307438;26,686473
EFET;ENF;EFET;68,36260223;23,42429924
EFHA;KEV;EFHA;61,856039;24,786686
EFHK;HEL;EFHK;60,318363;24,963341
EFHV;HYV;EFHV;60,6544;24,8811
EFIT;KTQ;EFIT;62,1661;30,073601
EFIV;IVL;EFIV;68,6072998;27,40530014
EFJO;JOE;EFJO;62,658815;29,619398
EFJY;JYV;EFJY;62,399502;25,678301
EFKA;KAU;EFKA;63,127102;23,051399
EFKE;KEM;EFKE;65,77870178;24,58209991
EFKI;KAJ;EFKI;64,2855;27,6924
EFKJ;KHJ;EFKJ;62,463212;22,390817
EFKK;KOK;EFKK;63,721199;23,143101
EFKS;KAO;EFKS;65,987602;29,239401
EFKT;KTT;EFKT;67,7009964;24,84679985
EFKU;KUO;EFKU;63,007099;27,7978
EFLP;LPP;EFLP;61,044601;28,144743
EFMA;MHQ;EFMA;60,1222;19,898199
EFMI;MIK;EFMI;61,6866;27,201799
EFOU;OUL;EFOU;64,930099;25,354601
EFPO;POR;EFPO;61,4617;21,799999
EFRO;RVN;EFRO;66,56479645;25,83040047
EFSA;SVL;EFSA;61,9431;28,945101
EFSI;SJY;EFSI;62,692101;22,8323
EFSO;SOT;EFSO;67,39499664;26,61910057
EFTP;TMP;EFTP;61,414101;23,604401
EFTU;TKU;EFTU;60,514099;22,2628
EFUT;UTI;EFUT;60,8964;26,9384
EFVA;VAA;EFVA;63,050701;21,762199
EFVR;VRK;EFVR;62,171101;27,868601
EFYL;YLI;EFYL;64,054722;24,725278
EGAA;BFS;EGAA;54,65750122;-6,215829849
EGAB;ENK;EGAB;54,398899;-7,65167
EGAC;BHD;EGAC;54,618099;-5,8725
EGAE;LDY;EGAE;55,0428009;-7,161109924
EGBB;BHX;EGBB;52,453899;-1,74803
EGBE;CVT;EGBE;52,369701;-1,47972
EGBJ;GLO;EGBJ;51,89419937;-2,167220116
EGBK;ORM;EGBK;52,305302;-0,793056
EGBN;NQT;EGBN;52,919998;-1,07917
EGBP;GBA;EGBP;51,668528;-2,056599
EGCC;MAN;EGCC;53,349375;-2,279521
EGDJ;UPV;EGDJ;51,28657;-1,782239
EGDY;YEO;EGDY;51,009399;-2,63882
EGEC;CAL;EGEC;55,43719864;-5,686389923
EGED;EOI;EGED;59,19060135;-2,772219896
EGEF;FIE;EGEF;59,534721;-1,628509
EGEH;WHS;EGEH;60,376835;-0,927229
EGEI;SKL;EGEI;57,253399;-5,8279
;COL;EGEL;56,601898;-6,61778
EGEN;NRL;EGEN;59,36750031;-2,434439898
EGEO;OBN;EGEO;56,463501;-5,39967
EGEP;PPW;EGEP;59,35169983;-2,900279999
EGER;SOY;EGER;59,1553;-2,64139
EGES;NDY;EGES;59,250301;-2,57667
EGET;LWK;EGET;60,1922;-1,24361
EGEW;WRY;EGEW;59,35029984;-2,950000048
;CSA;EGEY;56,057499;-6,24306
EGFE;HAW;EGFE;51,83309937;-4,961110115
EGFF;CWL;EGFF;51,396702;-3,34333
EGFH;SWS;EGFH;51,601366;-4,071006
EGGD;BRS;EGGD;51,382702;-2,71909
EGGP;LPL;EGGP;53,333599;-2,84972
EGGW;LTN;EGGW;51,874699;-0,368333
EGHC;LEQ;EGHC;50,102798;-5,67056
EGHE;ISC;EGHE;49,9133;-6,29167
EGHH;BOH;EGHH;50,780483;-1,839576
EGHI;SOU;EGHI;50,950298;-1,3568
EGHJ;BBP;EGHJ;50,678101;-1,10944
EGHQ;NQY;EGHQ;50,440601;-4,99541
EGHR;QUG;EGHR;50,859832;-0,760073
EGJA;ACI;EGJA;49,706104;-2,21472
EGJB;GCI;EGJB;49,435001;-2,60197
EGJJ;JER;EGJJ;49,207901;-2,195509911
EGKA;ESH;EGKA;50,835602;-0,297222
EGKB;BQH;EGKB;51,3307991;0,032499999
EGKK;LGW;EGKK;51,148771;-0,192089
EGLC;LCY;EGLC;51,505299;0,055278
EGLF;FAB;EGLF;51,275799;-0,776333
EGLK;BBS;EGLK;51,323898;-0,8475
EGLL;LHR;EGLL;51,4706;-0,461941
EGMC;SEN;EGMC;51,570562;0,693627
EGMD;LYX;EGMD;50,956246;0,939074
EGNC;CAX;EGNC;54,9375;-2,80917
EGNH;BLK;EGNH;53,77170181;-3,028609991
EGNJ;HUY;EGNJ;53,576152;-0,34954
EGNL;BWF;EGNL;54,1286111;-3,2675
EGNM;LBA;EGNM;53,865898;-1,66057
EGNO;WRT;EGNO;53,745098;-2,88306
EGNR;CEG;EGNR;53,178101;-2,97778
EGNS;IOM;EGNS;54,083302;-4,62389
EGNT;NCL;EGNT;55,037958;-1,689577
EGNV;MME;EGNV;54,509201;-1,42941
EGNX;EMA;EGNX;52,8311;-1,32806
EGOV;VLY;EGOV;53,24810028;-4,535339832
EGPA;KOI;EGPA;58,95780182;-2,904999971
EGPB;LSI;EGPB;59,87889862;-1,295560002
EGPC;WIC;EGPC;58,45890045;-3,093060017
EGPD;ABZ;EGPD;57,2019;-2,19778
EGPE;INV;EGPE;57,54249954;-4,047500134
EGPF;GLA;EGPF;55,871899;-4,43306
EGPH;EDI;EGPH;55,950145;-3,372288
EGPI;ILY;EGPI;55,682708;-6,257525
EGPK;PIK;EGPK;55,502003;-4,587019
EGPL;BEB;EGPL;57,48109818;-7,362780094
EGPN;DND;EGPN;56,45249939;-3,02583003
EGPO;SYY;EGPO;58,215599;-6,33111
EGPR;BRR;EGPR;57,0228;-7,44306
EGPT;PSL;EGPT;56,439201;-3,37222
EGPU;TRE;EGPU;56,49919891;-6,869170189
EGPW;UNT;EGPW;60,7472;-0,85385
EGQL;ADX;EGQL;56,37398;-2,868862
EGQS;LMO;EGQS;57,7052002;-3,339169979
EGSC;CBG;EGSC;52,205002;0,175
EGSH;NWI;EGSH;52,6758;1,28278
EGSS;STN;EGSS;51,884998;0,235
EGTB;HYC;EGTB;51,61177;-0,808316
EGTE;EXT;EGTE;50,734261;-3,413984
EGTK;OXF;EGTK;51,836899;-1,32
EGTO;RCS;EGTO;51,351898;0,503333
EGUB;BEX;EGUB;51,614366;-1,095991
EGUL;LKZ;EGUL;52,40954;0,561161
EGUN;MHZ;EGUN;52,3619;0,486406
EGVA;FFD;EGVA;51,683568;-1,789172
EGVN;BZZ;EGVN;51,75;-1,58362
EGVO;ODH;EGVO;51,2341;-0,942825
EGWU;NHT;EGWU;51,553001;-0,418167
EGXC;QCY;EGXC;53,092999;-0,166014
EGXH;BEQ;EGXH;52,342602;0,772939
EGXW;WTN;EGXW;53,166199;-0,523811
EGYM;KNF;EGYM;52,648395;0,550692
EHAM;AMS;EHAM;52,308601;4,76389
EHBK;MST;EHBK;50,911701;5,77014
EHEH;EIN;EHEH;51,45009995;5,374529839
EHGG;GRQ;EHGG;53,119701;6,57944
EHGR;GLZ;EHGR;51,567402;4,93183
EHKD;DHR;EHKD;52,923401;4,78062
EHLE;LEY;EHLE;52,453188;5,514622
EHLW;LWR;EHLW;53,22859955;5,760560036
EHRD;RTM;EHRD;51,956902;4,43722
EHTW;ENS;EHTW;52,275833;6,889167
EHVK;UDE;EHVK;51,657222;5,707778
EHWO;WOE;EHWO;51,4491;4,34203
EIBN;BYT;EIBN;51,6772;-9,487123
EIBT;BLY;EIBT;54,22280121;-10,03079987
EICA;NNR;EICA;53,2303009;-9,467780113
EICK;ORK;EICK;51,841301;-8,49111
EICM;GWY;EICM;53,300201;-8,94159
EIDL;CFN;EIDL;55,0442009;-8,340999603
EIDW;DUB;EIDW;53,428713;-6,262121
EIIM;IOR;EIIM;53,1067009;-9,653610229
EIIR;INQ;EIIR;53,064701;-9,5109
EIKK;KKY;EIKK;52,6507988;-7,296110153
EIKN;NOC;EIKN;53,910301;-8,81849
EIKY;KIR;EIKY;52,180901;-9,52378
EILT;LTR;EILT;54,951302;-7,67283
EIMN;IIA;EIMN;53,092999;-9,56806
EINN;SNN;EINN;52,702;-8,92482
EISG;SXL;EISG;54,28020096;-8,599209785
EIWF;WAT;EIWF;52,187199;-7,08696
EKAH;AAR;EKAH;56,303331;10,618286
EKBI;BLL;EKBI;55,740335;9,157019
EKCH;CPH;EKCH;55,61790085;12,65600014
EKEB;EBJ;EKEB;55,525902;8,5534
EKKA;KRP;EKKA;56,297139;9,104311
EKLS;BYR;EKLS;57,277199;11,0001
EKMB;MRW;EKMB;54,699447;11,438163
EKOD;ODE;EKOD;55,475307;10,327206
EKRK;RKE;EKRK;55,585602;12,1314
EKRN;RNN;EKRN;55,063301;14,7596
EKSB;SGD;EKSB;54,96440125;9,791729927
EKSN;CNL;EKSN;57,503502;10,2294
EKSP;SKS;EKSP;55,221048;9,26702
EKSV;SQW;EKSV;56,550201;9,17298
EKTS;TED;EKTS;57,068802;8,70522
EKVG;FAE;EKVG;62,063256;-7,275782
EKVJ;STA;EKVJ;55,990101;8,35391
EKYT;AAL;EKYT;57,094763;9,84993
ELLX;LUX;ELLX;49,6233333;6,2044444
ENAL;AES;ENAL;62,5625;6,1197
ENAN;ANX;ENAN;69,292503;16,144199
ENAT;ALF;ENAT;69,976097;23,3717
ENBL;FDE;ENBL;61,391102;5,75694
ENBN;BNN;ENBN;65,461098;12,2175
ENBO;BOO;ENBO;67,269203;14,3653
ENBR;BGO;ENBR;60,2934;5,21814
ENBS;BJF;ENBS;70,60025;29,692612
ENBV;BVG;ENBV;70,871517;29,034097
ENCN;KRS;ENCN;58,204201;8,08537
ENDU;BDU;ENDU;69,055801;18,5404
ENEV;EVE;ENEV;68,49130249;16,67810059
ENFG;VDB;ENFG;61,015598;9,28806
ENFL;FRO;ENFL;61,58359909;5,024720192
ENGM;OSL;ENGM;60,193901;11,1004
ENHA;HMR;ENHA;60,8181;11,068
ENHD;HAU;ENHD;59,345299;5,20836
ENHF;HFT;ENHF;70,679703;23,6686
ENHK;HAA;ENHK;70,486702;22,1397
ENHV;HVG;ENHV;71,009697;25,983601
ENKB;KSU;ENKB;63,111801;7,82452
ENKL;GLL;ENKL;60,791066;9,048672
ENKR;KKN;ENKR;69,7258;29,8913
ENLK;LKN;ENLK;68,15249634;13,6093998
ENMH;MEH;ENMH;71,029701;27,8267
ENML;MOL;ENML;62,744701;7,2625
ENMS;MJF;ENMS;65,783997;13,2149
ENNA;LKL;ENNA;70,068802;24,973499
ENNM;OSY;ENNM;64,472198;11,5786
ENNO;NTB;ENNO;59,565071;9,213152
ENOL;OLA;ENOL;63,69889832;9,604000092
ENOV;HOV;ENOV;62,18000031;6,074100018
ENRA;MQN;ENRA;66,36389923;14,30140018
ENRM;RVK;ENRM;64,83830261;11,14610004
ENRO;RRS;ENRO;62,57839966;11,34230042
ENRS;RET;ENRS;67,526482;12,101575
ENRY;RYG;ENRY;59,378817;10,785439
ENSB;LYR;ENSB;78,24610138;15,46560001
ENSD;SDN;ENSD;61,830002;6,10583
ENSG;SOG;ENSG;61,156101;7,13778
ENSH;SVJ;ENSH;68,243301;14,6692
ENSK;SKN;ENSK;68,578827;15,033417
ENSN;SKE;ENSN;59,185001;9,56694
ENSO;SRP;ENSO;59,791901;5,34085
ENSR;SOJ;ENSR;69,786797;20,9594
ENSS;VAW;ENSS;70,3554;31,044901
ENST;SSJ;ENST;65,956802;12,4689
ENTC;TOS;ENTC;69,683296;18,9189
ENTO;TRF;ENTO;59,186699;10,2586
ENVA;TRD;ENVA;63,457802;10,924
ENVD;VDS;ENVD;70,0653;29,8447
ENZV;SVG;ENZV;58,876701;5,63778
EPBY;BZG;EPBY;53,096802;17,977699
EPGD;GDN;EPGD;54,377602;18,4662
EPKK;KRK;EPKK;50,077702;19,7848
EPKT;KTW;EPKT;50,476015;19,080705
EPLB;LUZ;EPLB;51,240157;22,713461
EPLL;LCJ;EPLL;51,721901;19,3981
EPMO;WMI;EPMO;52,451099;20,6518
EPPO;POZ;EPPO;52,421598;16,823359
EPRA;RDO;EPRA;51,38937;21,214742
EPRU;CZW;EPRU;50,884716;19,201842
EPRZ;RZE;EPRZ;50,109791;22,024155
EPSC;SZZ;EPSC;53,584702;14,9022
EPSY;SZY;EPSY;53,481899;20,9377
EPWA;WAW;EPWA;52,165699;20,9671
EPWR;WRO;EPWR;51,103719;16,882096
EPZG;IEG;EPZG;52,1385;15,7986
ESDF;RNB;ESDF;56,266701;15,265
ESGG;GOT;ESGG;57,6628;12,2798
ESGJ;JKG;ESGJ;57,75759888;14,06869984
ESGL;LDK;ESGL;58,4655;13,1744
ESGP;GSE;ESGP;57,7747;11,8704
ESGR;KVB;ESGR;58,456402;13,9727
ESGT;THN;ESGT;58,31809998;12,34500027
ESKK;KSK;ESKK;59,345901;14,4959
ESKM;MXX;ESKM;60,957901;14,5114
ESKN;NYO;ESKN;58,788601;16,912201
;SCR;ESKS;61,158393;12,842503
ESMK;KID;ESMK;55,9217;14,0855
ESMO;OSK;ESMO;57,350498;16,497999
ESMQ;KLR;ESMQ;56,685501;16,2876
ESMS;MMX;ESMS;55,535564;13,376327
ESMT;HAD;ESMT;56,69110107;12,82019997
ESMX;VXO;ESMX;56,92910004;14,72799969
ESND;EVG;ESND;62,047798;14,4229
ESNG;GEV;ESNG;67,13240051;20,81459999
ESNK;KRF;ESNK;63,048599;17,7689
ESNL;LYC;ESNL;64,548302;18,7162
ESNN;SDL;ESNN;62,52809906;17,44389915
ESNO;OER;ESNO;63,40829849;18,98999977
ESNQ;KRN;ESNQ;67,8219986;20,33679962
ESNS;SFT;ESNS;64,62480164;21,07690048
ESNU;UME;ESNU;63,79180145;20,28280067
ESNV;VHM;ESNV;64,579102;16,833599
ESNX;AJR;ESNX;65,59030151;19,28190041
ESNY;SOO;ESNY;61,261501;17,0991
ESNZ;OSD;ESNZ;63,194135;14,500322
ESOE;ORB;ESOE;59,22370148;15,03800011
ESOH;HFS;ESOH;60,0201;13,5789
ESOK;KSD;ESOK;59,444698;13,3374
ESOW;VST;ESOW;59,58940125;16,63360023
ESPA;LLA;ESPA;65,5438;22,122
ESSA;ARN;ESSA;59,64849;17,928829
ESSB;BMA;ESSB;59,35440063;17,94169998
ESSD;BLE;ESSD;60,422001;15,5152
ESSF;HLF;ESSF;57,525799;15,8233
ESSK;GVX;ESSK;60,5933;16,951401
ESSL;LPI;ESSL;58,40620041;15,68050003
ESSP;NRK;ESSP;58,5862999;16,25060081
ESST;TYF;ESST;60,1576;12,9913
ESSU;EKT;ESSU;59,351101;16,708401
ESSV;VBY;ESSV;57,66279984;18,34620094
ESSW;VVK;ESSW;57,779999;16,5236
ESTA;AGH;ESTA;56,29610062;12,84710026
ESUD;SQO;ESUD;64,960899;17,6966
ESUE;IDB;ESUE;61,869701;12,6894
ESUP;PJA;ESUP;67,244569;23,074894
ESUT;HMV;ESUT;65,806099;15,0828
ETAD;SPM;ETAD;49,976507;6,698413
ETAR;RMS;ETAR;49,436901;7,60028
ETHF;FRZ;ETHF;51,1146;9,286
;KZG;EDGY;49,744293;10,207313
ETMN;FCN;ETMN;53,767689;8,659201
ETNG;GKE;ETNG;50,9608;6,04242
ETNL;RLG;ETNL;53,918201;12,2783
ETNS;WBG;ETNS;54,459301;9,51633
ETOU;WIE;ETOU;50,04980087;8,325400352
ETSI;IGS;ETSI;48,71569824;11,5340004
EVLA;LPX;EVLA;56,517502;21,096901
EVRA;RIX;EVRA;56,923599;23,9711
EVVA;VNT;EVVA;57,3578;21,544201
EYKA;KUN;EYKA;54,96390152;24,08480072
EYPA;PLQ;EYPA;55,97320175;21,09390068
EYPP;PNV;EYPP;55,72940063;24,46080017
EYSA;SQQ;EYSA;55,89390182;23,39500046
EYVI;VNO;EYVI;54,634102;25,285801
;FEA;;60,603333;-0,872778
;DOC;;57,868999;-4,023
;FLH;;58,825802;-3,14278
;FOA;;60,121725;-2,053202
;OUK;;60,4252;-0,75
;PSV;;60,321701;-1,69306
;ULL;;56,517202;-5,91401
;KFZ;LAKU;42,035802;20,415955
LATI;TIA;LATI;41,4147;19,7206
LBBG;BOJ;LBBG;42,569917;27,515173
LBGO;GOZ;LBGO;43,151402;25,7129
LBPD;PDV;LBPD;42,067799;24,8508
LBRS;ROU;LBRS;43,694801;26,0567
LBSF;SOF;LBSF;42,696357;23,417671
LBSZ;SZR;LBSZ;42,3766667;25,655
LBWN;VAR;LBWN;43,232101;27,8251
LDDU;DBV;LDDU;42,562247;18,265543
LDLO;LSZ;LDLO;44,566985;14,393883
LDOS;OSI;LDOS;45,462355;18,811278
LDPL;PUY;LDPL;44,893501;13,9222
LDRI;RJK;LDRI;45,2169;14,5703
LDSB;BWK;LDSB;43,284454;16,678362
LDSP;SPU;LDSP;43,538898;16,298
LDZA;ZAG;LDZA;45,742901;16,0688
LDZD;ZAD;LDZD;44,094988;15,354879
LEAB;ABC;LEAB;38,948502;-1,86352
LEAL;ALC;LEAL;38,2822;-0,558156
LEAM;LEI;LEAM;36,843899;-2,3701
LEAS;OVD;LEAS;43,563599;-6,03462
LEBA;ODB;LEBA;37,841999;-4,84888
LEBB;BIO;LEBB;43,301102;-2,91061
LEBG;RGS;LEBG;42,357601;-3,62076
LEBL;BCN;LEBL;41,2971;2,07846
LEBZ;BJZ;LEBZ;38,8913;-6,82133
LECH;CDT;LECH;40,213889;0,073333
LECO;LCG;LECO;43,302101;-8,37726
